c798f880-8359-4021-950d-0a3f435f15e6,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/A+Complicated+Song
ed378c8c-7b9c-414e-926a-366f31351a21,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Achy+Breaky+Song
3f2ea3f9-ed83-4b5a-bf54-0779a19495f1,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Albuquerque
850d8028-846f-41dc-835c-3d3df1d83566,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Amish+Paradise
408ffdc4-0170-492d-bd83-9fe40720e176,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Angry+White+Boy+Polka
efac4f94-91eb-4053-b16c-934609f57c71,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Christmas+At+Ground+Zero
e3f94f56-4621-40ef-8bcb-f68baf004455,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Couch+Potato
2d70393a-a00b-48f9-a22a-f07bc1dd92f1,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Do+I+Creep+You+Out
944144b4-170f-4a6c-af85-bbb5964ca6e5,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/eBay
c2614788-bdd1-4d0d-8fbc-cf5f3a3ac658,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Everything+You+Know+Is+Wrong
9af59051-d57c-4bfa-a4c0-09a3e07a7839,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Grapefruit+Diet
1f3a62b2-1cb1-4274-967b-6341645915a1,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Hardware+Store
028b8e90-1920-46f0-8ddf-1997624ad5c1,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/I+Want+a+New+Duck
8b2a841d-34a6-4397-9231-11eeefdf65f4,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Jerry+Springer
a2e535d2-1934-4220-9b72-ee69d86e5c38,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/One+More+Minute
bc76a6cb-3ba8-40df-b025-0fd89e8b3fde,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Polkamon
403a2b62-b1e0-4b35-94da-47bbb7122679,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/The+Alternative+Polka
66c86643-4c21-41db-bd41-cf08891af69a,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/The+Saga+Begins
eb47c73d-9b9a-4192-880b-8de78114a536,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Weasel+Stomping+Day
a1f2e63d-83e0-4ec7-a29f-1732a0c86328,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/White+&+Nerdy
adc7fdf8-ca29-4756-b8e8-404415e3bbac,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Why+Does+This+Always+Happen+to+Me%3F
6b77ab62-8fc3-4270-be9f-5750a435c1cc,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Yoda
ff2c95f7-03ac-496f-89a6-252ba432287b,https://www.last.fm/music/%22Weird+Al%22+Yankovic/_/Your+Horoscope+For+Today
7fad2969-ba3f-4214-b0a4-bad771d9fc5c,https://www.last.fm/music/%CE%95%CE%BB%CE%B5%CF%85%CE%B8%CE%B5%CF%81%CE%AF%CE%B1+%CE%95%CE%BB%CE%B5%CF%85%CE%B8%CE%B5%CF%81%CE%AF%CE%BF%CF%85/_/Aphrodisiac
